Name,Brand,Price,Discounted Price,Category,SuubCategory,Quantity,Description,BreadCrumbs
Colombian Brew Hazelnut Coffee Premix,Colombian Brew Coffee,249,124,Dairy & Beverages,Beverages,10 U,"OverviewThis is a pack of Colombian Brew Hazelnut Café Latte, Instant Coffee Powder Premix (3 in 1) is made with Real Milk & Gourmet Coffee. Just add hot water, stir & a delicious cup of café latte is ready for you.",Dairy & Beverages > Beverages
Nescafe Hazelnut Flavour Coffee & Milk Beverage,Nescafe,45,41,Dairy & Beverages,Beverages,180 ml,"  OverviewNutty indulgence of Hazelnut in your favorite cold coffee. This range of deliciously brewed cold coffee comes in a convenient ready to drink format in Hazelnut flavour and tastes best when chilled. With approximately 149 Kcal in a serve, NESCAFE Hazelnut is perfect for those looking for something different in their cold coffee.Key FeaturesNutty Hazelnut flavourReady to drinkServe chilledIngredientsMilk, Sugar, Coffee (0.9%), Acidity Regulator (339(ii) and Stabilizer (407)Storage ConditionStore in a cool and dry place.About the brandOne of the worlds most loved brands, NESCAFE has been making one of the worlds most loved beverages, Coffee, for over six decades. ",Dairy & Beverages > Beverages
House Instant Coffee,House Coffee,330,165,Dairy & Beverages,Beverages,200 gm,"Overview""House Coffee"" is extracted from carefully selected Robusta & Arabica beans from the plantations of Tata Coffee. Each bean is carefully selected & roasted to perfection in state of the art factories of Tata Coffee resulting in a great aroma & captivating coffee taste.IngredientsCoffee, ChicoryHow to UseAdd the required amount to milk and stir.Storage InstructionsOnce opened, store in an airtight container away from direct heat and sunlight.",Dairy & Beverages > Beverages
Cavin's Strawberry Milkshake,Cavin's,199,99,Dairy & Beverages,Dairy,1 L,"OverviewCavin's milk shake provide a nutrientdense, flavourful choice for parents who face this dilemma on a daily basis. It is filled with the nutrients that developing youngsters need. Milk contains proteins, especially nutritious whey proteins, which aid in muscle growth and keep your kids strong and fighting fit.Benefits- Builds muscles- Strengthens bones and teeth- Energy for vigour & vitality- Empowering the body & mind- Glowing skinAbout The BrandOver the years, CavinKare has become one of the most successful homegrown FMCG companies. The company&rsquo;s position as the brand of choice among loyal customers emphasizes that it can continue to be rooted to its heritage and traditional values while moving with the times &ndash; this is the company&rsquo;s core strength.",Dairy & Beverages > Dairy
Yakult Light Health Drink,Yakult,95,95,Dairy & Beverages,Beverages,5x65 ml,"OverviewYou may not think about your digestive system when you think about your overall well-being, but that&rsquo;s where good health and proper nutrition begins. From children to the elderly, good digestion is important as around 70% of our overall immunity (immune cells) lies there. So, a healthy digestive system is the key to good health and longevity. Yakult Light is a delicious probiotic fermented milk drink that contains Yakult&rsquo;s exclusive probiotic Lactobacillus casei strain Shirota (LcS). Yakult Light contains less sugar and calories owing to the use of a sweetener of natural origin, Steviol Glycoside making it suitable for people of all age above one year. The sugar in Yakult Light has been reduced to cater to the needs of the health conscious and elderly. It also contains Vitamin D and Vitamin E for an added health benefit.Key Features- Aids Digestion.- Improves Bowel Movement.- Reduces Bad Bacteria.- Helps Build Immunity.IngredientsWater Sugar, Skimmed Milk Powder, Glucose, Pectin, Steviol Glycoside, Vitamin E & D, Probiotic Lactobacillus casei&nbsp;strain Shirota, Contains added natural & natural identical flavours.BenefitsThe bacteria in Yakult are resistant to gastric juice and bile and reach the intestine alive to impart proven health benefits. Daily consumption of Yakult helps improve digestion and helps build Immunity.",Dairy & Beverages > Beverages
Nescafe Cappuccino Flavour Can,Nescafe,65,59,Dairy & Beverages,Beverages,180 ml,"  OverviewIndulgent cold coffee, with an invigorating kick of Cappuccino, perfect for those who enjoy their coffee strong.This range of deliciously brewed cold coffees comes in a convenient ready to drink format in Intense Cafe flavour and tastes best when chilled. With approximately 153 Kcal in a serve, NESCAFE Intense Cafe is a refreshing treat any time of the day.Key FeaturesThe signature taste of cold coffee by NESCAFE, with a twist of CappuccinoReady to drinkServe chilledIngredientsMilk, Sugar, Coffee(0.8%), Acidity Regulator (340(ii)) and Stabilizer (407).Storage ConditionStore in a cool and dry place.About the brandOne of the worlds most loved brands, NESCAFE has been making one of the worlds most loved beverages, Coffee, for over six decades. ",Dairy & Beverages > Beverages
Colombian Brew Vanilla Caramel Coffee Premix,Colombian Brew Coffee,249,124,Dairy & Beverages,Beverages,10 U,"OverviewThis is a pack of Colombian Brew Vanilla Caramel Café Latte, Instant Coffee Powder Premix (3 in 1) is made with Real Milk & Gourmet Coffee. Just add hot water, stir & a delicious cup of café latte is ready for you.",Dairy & Beverages > Beverages
ID Instant Filter Coffee Bold,ID,95,64,Dairy & Beverages,Beverages,150 ml,India,Dairy & Beverages > Beverages
Epigamia Artisanal Mishti Doi,Epigamia,35,20,Dairy & Beverages,Dairy,85 gm,"Overview:It is Artisanal Mishti Doi, just like the way you make it. Its 100% natural and homely. Beat the heat with lactose free Mishti Doi. It is 100% vegetarian and made from Cows milk. It helps in digestion and muscle gain. It is a good source of calcium and is low in fat and carbohydrates. Probiotics help in digestion and lowers bad cholesterol. It is delicious on its own as a meal or in a dip for a snack.Benefits Inspired by their all-time favourite Bengali dessert, they crafted Epigamia Artisanal Mishti Doi. Made with cows milk, hints of caramel nougat and zero preservatives, their Mishti Doi is a lactose-free, gut-friendly take on a time-held tradition.IngredientsPasteurized Toned Milk, Milk Solids, Enzyme - (Galactosidase), Active Live Culture. Active and Probiotic Culture - Lactobacillus, Acidophilus, Bifidobacterium Lactis. Active Live Culture - St. Thermophilus, Lbdelbrukil Subsp, Bulgaricus, Lb, Delbruecki Subsp, Lactis Subsp, Lactis Lc, Lactis Subsp Cremotis, Lactose Care InstructionsStore at a temperature of 4°C to 8°C.About the BrandEpigamia, established in Mumbai, is an all-natural Greek yoghurt brand that offers customers more than 21 distinct types of products. With the Epigamia Mishti Doi, it has also entered traditional segments, as well as introducing high-protein yoghurt-based drinks in the shape of Greek yoghurt smoothies. ",Dairy & Beverages > Dairy
ID Instant Filter Coffee Strong,ID,70,55,Dairy & Beverages,Beverages,150 ml," OverviewAromatic, strong, flavourful. A captivating aroma invites you to a lush, strong taste experience with 70% coffee - 30% chicory adding a teasing hint of bitterness. And now heres something new to expect from a cup of filter coffee - its Instant! iD takes care of the selection of prime beans, the roasting and grinding, the filtering and steeping, so youll enjoy an aromatic, flavourful liquid straight out of the pack. Blend with hot milk and your instant cup of delicious filter coffee is ready. Just like the good old days and in no time at all.How to UseOpen pack, add 80 ml hot milk, blend by pouring back and forth between two cups (the traditional way of waking up the flavours of the coffee and chicory). And all it takes is 10 ml of liquid for an aromatic cup of an instant filter coffee.",Dairy & Beverages > Beverages
Davidoff Coffee Fine Aroma,Davidoff,550,494,Dairy & Beverages,Beverages,100 gm,"Overview:Welcome simplicity into your life with Fine Aroma. An uncomplicated coffee that prompts you to appreciate the consistency of its flavor. After your cup is finished, all that remains is an unhurried desire to meet your next adventure with open arms. A carefully cultivated blend of Central and South American beans that exhibit quality in every cup. Key FeaturesWell-rounded classic coffeeMasterpiece of Coffee BenefitsChoicest Central and South American Arabica beans have been selected for a coffee that is round, delicate, and full of character.Fine Aroma coffee has a delicious acidic tang and is perfect for any type of coffee preparation.This premium blend is the ideal selection for those who desire luxury and quality in every cup. IngredientsProvenance: Central and South AmericaBean type: 100% arabica",Dairy & Beverages > Beverages
Continental Speciale Coffee Pouch,Continental,160,80,Dairy & Beverages,Beverages,50 gm,"Overview:Continental Speciale is a pure, instant, soluble coffee made from carefully selected plantation Arabica and washed Robusta beans that have been blended to perfection for quick delight. This flavour is prepared with hand-picked, natural, and pure coffee beans that add a distinctive touch to every morning.BenefitsEach sip of your favourite drink must be special When the coffee plantations are tended to, when the beans are picked and when the coffee beans are being sun-kissed for three long months, each moment is special. Every time a batch of Speciale is roasted by our master roasters to enhance its aroma and give it the punch you love, it is special. As the perfectly roasted beans move along their journey, special care is taken to ensure that the flavours are sealed in to offer you a full bodied and refreshing experience That's Speciale for you! IngredientsCoffee Beans How to UseAdd Continental coffee powderAdd hot water/milkAdd sugar to tasteStir well & enjoy a perfect cup of coffeeCare InstructionsStore in a cool, dry, hygienic place. Any Other Must-Know InformationContinental Spéciale is 100% pure, instant, soluble Coffee processed from carefully selected. plantation Arabica and washed Robusta beans blended to perfection for complete satisfaction , instantly About the BrandCCL is India's largest coffee manufacturer and exporter, having been founded in 1995. CCL has become one of the most popular coffee brands in the world, selling over 200 coffee blends to over 90 countries. With the CONTINENTAL Brand, CCL now offers the same taste, richness, and aroma as the finest instant coffee in India.",Dairy & Beverages > Beverages
Davidoff Coffee Crema Intense,Davidoff,550,494,Dairy & Beverages,Beverages,90 gm,"Overview:A pleasantly balanced blend that will introduce you to a moment of sensory pleasure. Carefully selected and masterly blended, Café Crème Intense promises an immersive coffee drinking experience. Davidoff Café Crema Intense combines the characteristic taste of a full-bodied Espresso with an elegant acidity and a delicate aroma, rounded off with a smooth and velvety crema. A truly well-rounded blend that will help you find joy in the little things in life. Key FeaturesSmooth & Velvety CremaMasterpiece of Coffee BenefitsWith a full-bodied, intense aroma and a velvety texture, its flavor is designed to indulge your senses. IngredientsProvenance: AfricaBean type: 100% Arabica",Dairy & Beverages > Beverages
D'lecta Dairy Whipping Cream,D'lecta,495,396,Dairy & Beverages,Dairy,1 kg,"OverviewEnjoy creamy cakes and desserts with this ready to use, dairy whipping cream. It is vegetarian and completely sugar free, making it a healthy choice for you and your family.Key Features- Real dairy taste- Sugar free- Gives a premium culinary experience.- Good, consistent overrun (3 +) & economical to use- Good whipping behaviour & stability- Ready to use - extra water or milk not required while mixingHow To ConsumeMousse, layered cream cakes, cupcakes, eclairs.Storage ConditionStore frozen at or below -18&deg;C. Ideal whipping temperature 7-10&deg;C.Shelf lifeBest before 12 months from manufacturing date.About The BrandD'lecta, headquartered in Mumbai, is committed to helping farmers find a market for their produce. They started their operations with milk based products which continue to dominate their product portfolio.",Dairy & Beverages > Dairy
Raw Pressery Milkshake Cold Coffee,Raw Pressery,100,80,Dairy & Beverages,Beverages,200 ml,"OverviewIf you are looking for an easy, delicious, guilt-free way to get your daily protein, this drink is for you! Raw Pressery adds Lactose Enzyme to the milk that helps break down the lactose in the milk and makes it safe to consume for those who are lactose intolerant.Key Features&bull; 18 gms Protein Milkshake &bull; 57 % Calcium &bull; 30 % of Daily Required &bull; Lactose-FreeIngredientsSkimmed Milk, Milk Protein Isolate, Milk Protein Concentrate, Sugar, Fructose, Honey, Coffee, Acidity Regulator, Lactose, Citrus Fibre, and Stevia.Benefits&bull; Vegetarian &bull; Protein Conscious",Dairy & Beverages > Beverages
Amul Kesar Elaichi Basundi,Amul,50,48,Dairy & Beverages,Dairy,250 ml,"OverviewAmul Basundi is a traditional Gujarati dessert that is made from condensed milk to give delicious traditional taste. The closest taste-alike of Amul Basundi is the famous Rabdi of North India.IngredientsMilk, Milk Solids, Sugar, Saffron (0.16%), Cardamom (0.05%) & permitted stabilizer (E407),FlavoursHow to UseChilled Basundi could be served directly as dessert or a meal companion with or without addition of any flavour/dry fruits. To make kheer, just add boiled rice to Basundi. Can be used to soak Gulab Jamun for serving instead of sugar syrup.",Dairy & Beverages > Dairy
TGL Co. Euphoria Instant Coffee Powder,TGL Co.,339,168,Dairy & Beverages,Beverages,100 gm,"Key FeaturesAroma : Intense charred notes with hints of clay, burnt wood, minerals and some starchy, corn-like hints at the backHow to UseTake 2g coffee in a cup. Add hot water/milk/sugar as desired. Stir well and enjoy.IngredientsA blend of Arabica + Robusta Coffee beansCare InstructionsStore in a cool & dry place and away from direct sunlight.About the BrandAt The Good Life Company (TGL Co.), we emphatically believe that the world&rsquo;s finest teas and blends should be an everyday luxury that celebrates sophistication, tranquillity and good health. And that is why we are devoted to bringing an articulate revival to the known tea experience by sourcing the best teas in the world and masterfully blending them with innovative flavours and botanicals, We source our teas from where they grow best, which creates a high-quality brew that sings with distinctive aroma and flavour. We then surprise these teas with infusions of thoughtfully selected botanicals and flavours that create a sensational harmony on your palate. With every brew and blend, we&rsquo;re reviving the concept of tea and taking it places where it has never been before.",Dairy & Beverages > Beverages
Nescafé Classic Black Roast Coffee Jar,Nescafé,360,310,Dairy & Beverages,Beverages,100 gm,Key Features- 100% Pure Coffee roasted Longer.IngredientsCoffee Beans.,Dairy & Beverages > Beverages
Chitale Keshar Flavoured Milk,Chitale,25,23,Dairy & Beverages,Dairy,200 ml,"OverviewChitale flavored milk is refreshing milk with flavor of Keshar. It is an easy to use delicious drink that refreshes you immediately with goodness of milk.Key Features- Refreshing drink packed with the goodness of milk.- Available in easy to use PET bottles.- It has a good shelf life.IngredientsToned Milk, Sugar, Food Colour, Added Flavour.Application- To be taken directly. Reday To Drink.- Taste best when Chilled.- Shake well Before use.- Do not buy liaky, puffed or if cap seal broken bottels.- Do not consume if milk appears curdled.Storage conditionStore in cool and dry place. Refrigeration not required until bottled not opens.Shelf lifeBest before 6 months from Packaging date.About the BrandThe rich Chitale legacy traces back to the 1939 with a humble milk distribution business at Bhilawadi in Sangli district in Maharashtra. The beginning of the 1950s was marked by the establishment of Chitale Bandhu Mithaiwale. Having consistently delivered a tasteful, fresh and nourishing experience for more than six decades, the company has successfully crafted a brand identity that's truly unique!",Dairy & Beverages > Dairy
Nescafe Classic Coffee Jar,Nescafe,610,565,Dairy & Beverages,Beverages,200 gm,"
Note : Freebie item (either Red Mug or Thermal Mug) will be sent out basis stock availability.
",Dairy & Beverages > Beverages
Colombian Brew Green Coffee,Colombian,99,49,Dairy & Beverages,Beverages,10 U,"OverviewInspired by Francisco Romero, who started Colombia&rsquo;s 16th century coffee revolution. The beans are handpicked from the best coffee plantations of the world by coffee masters.Key Features- 100% Arabica - Fresh Brew - No sugar - KetoHow to UseHow to brew cold: 1 Coffee Bag for Cold Brew. Add to one glass water. Keep overnight. Remove bag and drink. Hot: Heat one cup of water. Add a coffee bag. Wait for 5 minutes. Remove bag and drink.Benefits- 2 cups of coffee a day, based on studies done by leading medical journals and universities : - Relieves muscle pain after work out by 48%. - Protection against liver cirrhosis. - Lower risk of diabetes and heart diseases. - Makes you energetic.Other must know InformationAllergen advice - Manufactured in a facility that also processes peanuts, tree nuts, sesame, soy & dairy products.Storage InstructionsStore in a cool, dry & hygienic place.",Dairy & Beverages > Beverages
Cadbury Bournvita Health Drink Refill,Cadbury Bournvita,320,239,Dairy & Beverages,Beverages,750 gm,"
Cadbury Bournvita is a delicious chocolate health drink which is enriched with Vitamin (D,B2,B9,B12). It combines the great taste of chocolate, and goodness of essential nutrients that aid growth and development. Bournvita is a malted chocolate drink mix that can be enjoyed piping hot or deliciously cold. Try blending Bournvita with milk and ice cream to make a chocolate milkshake that is delectable and nutritious.
",Dairy & Beverages > Beverages
Cadbury Bournvita Health Drink Refill,Cadbury Bournvita,214,185,Dairy & Beverages,Beverages,500 gm,"
Cadbury Bournvita is a delicious chocolate health drink which is enriched with Vitamin (D,B2,B9,B12). It combines the great taste of chocolate, and goodness of essential nutrients that aid growth and development. Bournvita is a malted chocolate drink mix that can be enjoyed piping hot or deliciously cold. Try blending Bournvita with milk and ice cream to make a chocolate milkshake that is delectable and nutritious.
",Dairy & Beverages > Beverages
Cadbury Bournvita Health Drink Refill,Cadbury Bournvita,30,27,Dairy & Beverages,Beverages,75 gm,"OverviewCadbury Bournvita is a nutrition brand with a 70 year legacy in India. Cadbury Bournvita is a health food drink with inner strength formula which has nutrients that support - Immune system (8 immunity nutrients), Strong bones (Vitamin D, Phosphorous), Strong muscles (Protein, Vitamin D) and Active Brain (Iron, Iodine, Vitamin B2, Vitamin B12). Recommended 2 serves per day as part of a balanced diet and a healthy lifestyle.IngredientsCereal extract (51 %*), Sugar, Cocoa Solids, Milk Solids, Liquid Glucose, Emulsifiers (322, 471), Raising agent (500(ii)), Vitamins, Minerals, Salt. Contains Permitted natural colour (150 c) and Added flavour (Artificial (Vanilla) flavouring Substances).Storage&nbsp;Store in a cool and dry place.",Dairy & Beverages > Beverages
Cadbury Bournvita Health Drink Refill,Cadbury Bournvita,395,306,Dairy & Beverages,Beverages,1 kg,"
Cadbury Bournvita is a delicious chocolate health drink which is enriched with Vitamin (D,B2,B9,B12). It combines the great taste of chocolate, and goodness of essential nutrients that aid growth and development. Bournvita is a malted chocolate drink mix that can be enjoyed piping hot or deliciously cold. Try blending Bournvita with milk and ice cream to make a chocolate milkshake that is delectable and nutritious.
",Dairy & Beverages > Beverages
Pediasure Nutritional Powder - Premium Chocolate Flavour,Pediasure,590,535,Dairy & Beverages,Beverages,400 gm,"
Height and Weight Gain
- PediaSure contains growth nutrients that provide complete, balanced nutrition and is scientifically shown to increase height and weight

Immunity
- PediaSure contains immunonutrients: Pre & Probiotics, zinc, selenium, copper, vitamin A, C & E

Brain Development
- PediaSure contains neuronutrients - linoleic acid, alpha linolenic acid, vitamin B12, folic acid, iron, iodine, choline and taurine

Comes in Premium Chocolate flavour.

Note : Product in stock will be delivered basis availability
",Dairy & Beverages > Beverages
Pediasure Nutritional Powder - Premium Chocolate Flavour,Pediasure,1080,965,Dairy & Beverages,Beverages,750 gm,"
Note : Product in stock will be delivered basis availability
",Dairy & Beverages > Beverages
Pediasure Nutritional Powder - Premium Chocolate Flavour,Pediasure,1375,1221,Dairy & Beverages,Beverages,1 kg,"
Height and Weight Gain
- PediaSure contains growth nutrients that provide complete, balanced nutrition and is scientifically shown to increase height and weight

Immunity
- PediaSure contains immunonutrients: Pre & Probiotics, zinc, selenium, copper, vitamin A, C & E

Brain Development
- PediaSure contains neuronutrients - linoleic acid, alpha linolenic acid, vitamin B12, folic acid, iron, iodine, choline and taurine

Comes in Premium Chocolate flavour.

Note : Product in stock will be delivered basis availability
",Dairy & Beverages > Beverages
Protinex Original Health Drink,Protinex,635,560,Dairy & Beverages,Beverages,400 gm,"OverviewProtinex Original is a nutritional beverage for adults. It can be consumed by people to maintain overall health and well being and by individuals suffering from an illness or are in recovery phase.Key Features- Only supplement with Hydrolysed Protein- 8 Immuno Nutrients- Bridges protein gap from dietBenefits-Supports lean mass-Supports immune function-Helps reduce tiredness and fatigue-Helps build stamina-Helps maintain gut integrityHow to Use- Take a glass of lukewarm or cold milk (200 ml).- Add 2-3 heaped tablespoonof Protinex Original. - Stir well before drinking. You can also take Protinex Original with curd, corn flakes or porridge.Recommended Dosage1 serving (25 g) per dayFAQs1. What kind of protein is present in Protinex Original?It contains hydrolysed peanut protein.2. How many calories are there in one serving of Protinex Original?25 g of powder gives 92 kcal.3. Are there any side effects of Protinex Original?There are no documented side effects of Protinex original, however it is not recommended for people allergic to peanut.About the BrandProtinex is one of the India's most prescribed nutritional supplements, and the only unique supplement with the power of Hydrolysed Proteins.",Dairy & Beverages > Beverages
Protinex Chocolate Flavour Health Drink Tin,Protinex,599,524,Dairy & Beverages,Beverages,400 gm,"Overview Protinex Tasty Chocolate is a vegetarian ready-to-serve beverage mix that helps bridge the gap of nutrients from the diet of Indian Adults. Protinex Tasty Chocolate is an adult nutritional drink mix that is clinically proven to provide 34% higher immuno boosters that help build immunity. Protinex contains 22 essential vitamins and minerals including 10 immuno nutrients that help build immunity, build strength, and provide energy. Protinex consists of nutrients that help in building bone strength, growth & maintenance of muscle mass, improving metabolism, the formation of blood cells, and maintaining fluid & electrolyte balance. Available in chocolate flavour, Protinex easily makes its place in your everyday diet plan, and with zero added sugar and low fat, it is suitable for daily consumption. It can be taken with milk or water.  Ingredients Has High Protein Content, Contains Milk And Soy Proteins, Low In Fat & Fortified With Vitamins And Minerals In Delicious Chocolate Flavour.  100% Veg.  Disclaimer Disclaimers: Protinex contains nutrients that support immune function, Nutrition and Health Claims &ndash; European Commission, 2016 Protinex contains nutrients that support energy yielding metabolism and reduce tiredness and fatigue.  How to Use- Take a glass of lukewarm or cold milk.- Add 3-4 heaped tablespoons of Protinex Tasty Chocolate. You may add sugar to taste and stir.",Dairy & Beverages > Beverages
Cadbury Bournvita 5 Star Magic Health Drink,Cadbury Bournvita,333,253,Dairy & Beverages,Beverages,750 gm,India,Dairy & Beverages > Beverages
Protinex Original,Proteinex,1080,852,Dairy & Beverages,Beverages,750 gm,"OverviewProtinex Original is a ready-to-serve beverage mix that helps meet the nutrient requirements of Indian Adults. Protinex is the one of the perfect partner for you in the race of life. It has zero trans-fats and contains high protein + 8 immuno nutrients making it an excellent addition to your diet.Key Features- It is the only supplement with Hydrolysed Protein- It has 8 Immuno Nutrients- Helps bridge protein gap from dietBenefits- Protein for growth and maintenance of muscle mass.- Vitamin B1 &amp; B2 to help in metabolism.- Vitamin A, C, D, E, B12 &amp; Folate to support immunity.- Iron maintains the normal function of the immune system.IngredientsHigh Protein Content - 32 G Protein Per 100 G, Contains Hydrolysed Peanut Protein (Suitable For Easy Digestion), Low In Fat, Fortified With Vitamins And Minerals. 100% VegHow to Use- Take a mug of lukewarm or cold milk (200ml).- Add 2-3 heaped tablespoon of Protinex Original.- Stir well before drinking.About the BrandProtinex has more than 60 years experience in partnering Indian Adults in their Nutrition Journey; contains Acti-Pro5 to provide protein-rich nutrition for everyday nutritional needsDisclaimer If AnyDisclaimers: Protinex contains nutrients that support immune function, Nutrition and Health Claims &ndash; European Commission, 2016 Protinex contains nutrients that support energy&not; yielding metabolism and reduce tiredness and fatigue.Protinex should be consumed as part of a well balanced diet and healthy lifestyle.",Dairy & Beverages > Beverages
Horlicks Health & Nutrition Drink Refill - Chocolate,Horlicks,425,310,Dairy & Beverages,Beverages,1 kg,India,Dairy & Beverages > Beverages
Horlicks Health & Nutrition Drink Refill - Chocolate,Horlicks,339,224,Dairy & Beverages,Beverages,750 gm,India,Dairy & Beverages > Beverages
Amul Pro Whey Protein Malt Chocolate Drink,Amul,175,135,Dairy & Beverages,Beverages,500 gm,"
Amul PRO is a malt based milk additive, which not only enhances milk’s nutritive value but also makes milk a very tasty drink for people of all ages, especially kids, who need milk and nutrition for healthy growth. It comes from the House of Amul, the brand which is known all over for providing quality products at value for money price.

- Whey Protein is the purest and most essential form of protein
- Whey Protein is often referred to as Fast Protein as it provides quick nourishment to muscles.
",Dairy & Beverages > Beverages
Cadbury Bournvita Jar,Cadbury Bournvita,420,385,Dairy & Beverages,Beverages,1 kg,"
Cadbury Bournvita is a delicious chocolate health drink which is enriched with Vitamin (D,B2,B9,B12). It combines the great taste of chocolate, and goodness of essential nutrients that aid growth and development. Bournvita is a malted chocolate drink mix that can be enjoyed piping hot or deliciously cold. Try blending Bournvita with milk and ice cream to make a chocolate milkshake that is delectable and nutritious.
",Dairy & Beverages > Beverages
Horlicks Health & Nutrition Drink Refill - Classic Malt,Horlicks,260,235,Dairy & Beverages,Beverages,500 gm,"Key Features- Health Drink that has nutrients to support immunity. - Clinically proven to improve 5 signs of growth - Clinically proven to make kids Taller, Stronger & Sharper- Scientifically proven to improve Power of Milk- It helps in holistic development of Children- Horlicks has Bio-Available Nutrients which get absorbed in the blood and are carried to all parts of the body.How To UseHOT : Stir 20g (Approx. 2 heaped spoonful) of Horlicks into a cup of hot milkCOLD : Stir 20g (Approx. 2 heaped spoonful) of Boost to a little warm milk, top up with chilled milkIngredientsMalt (66.7%) [Barley (32%), Wheat Flour (Atta), Wheat, Millet], Milk Solids (14%), Sugar, Wheat Gluten, Minerals, Edible Iodized Salt, Soy Protein Isolate, Acidity Regulators [INS 501(ii), 500(ii)], Vitamins.About the BrandHorlicks is a Health Drink that has nutrients to support immunity Horlicks is clinically proven to improve 5 signs of growth and is clinically proven to make kids taller, stronger and sharper. Horlicks is scientifically proven to improve power of milk Horlicks is now available in 4 exciting and yummy flavors - Classic malt, Chocolate, Elaichi, Kesar Badam Enjoy with a cup of hot milk or a glass of cold milk Horlicks is a leading force in the Science of Food Horlicks has Bio-Available Nutrients* meaning  Nutrients* More Available for Growth. These get absorbed in the blood and are carried to all parts of the body Horlicks contains 9 nutrients (Vit B6, B12, C, D, Copper, Folic Acid, Iron, Selenium and Zinc) which are scientifically proven to support immunity Increases the density of minerals such as^ calcium in bones to give children bigger and stronger bones Horlicks is clinically proven to increase^ lean tissue, making children stronger Helps improve attention and concentration^ to make your child sharper Horlicks is clinically proven for more^ haemopoietic nutrients in the blood Healthier Blood refers to improvement in the levels of blood health related nutrients (Vitamin A & Folate) in circulation Horlicks is clinically proven to increase^ fat-free mass, making child stronger",Dairy & Beverages > Beverages
Horlicks Health & Nutrition Drink Refill - Classic Malt,Horlicks,379,338,Dairy & Beverages,Beverages,750 gm,"Key Features- Health Drink that has nutrients to support immunity. - Clinically proven to improve 5 signs of growth - Clinically proven to make kids Taller, Stronger & Sharper- Scientifically proven to improve Power of Milk- It helps in holistic development of Children- Horlicks has Bio-Available Nutrients which get absorbed in the blood and are carried to all parts of the body.How To UseHOT : Stir 20g (Approx. 2 heaped spoonful) of Horlicks into a cup of hot milkCOLD : Stir 20g (Approx. 2 heaped spoonful) of Boost to a little warm milk, top up with chilled milkIngredientsMalt (66.7%) [Barley (32%), Wheat Flour (Atta), Wheat, Millet], Milk Solids (14%), Sugar, Wheat Gluten, Minerals, Edible Iodized Salt, Soy Protein Isolate, Acidity Regulators [INS 501(ii), 500(ii)], Vitamins.About the BrandHorlicks is a Health Drink that has nutrients to support immunity Horlicks is clinically proven to improve 5 signs of growth and is clinically proven to make kids taller, stronger and sharper. Horlicks is scientifically proven to improve power of milk Horlicks is now available in 4 exciting and yummy flavors - Classic malt, Chocolate, Elaichi, Kesar Badam Enjoy with a cup of hot milk or a glass of cold milk Horlicks is a leading force in the Science of Food Horlicks has Bio-Available Nutrients* meaning  Nutrients* More Available for Growth. These get absorbed in the blood and are carried to all parts of the body Horlicks contains 9 nutrients (Vit B6, B12, C, D, Copper, Folic Acid, Iron, Selenium and Zinc) which are scientifically proven to support immunity Increases the density of minerals such as^ calcium in bones to give children bigger and stronger bones Horlicks is clinically proven to increase^ lean tissue, making children stronger Helps improve attention and concentration^ to make your child sharper Horlicks is clinically proven for more^ haemopoietic nutrients in the blood Healthier Blood refers to improvement in the levels of blood health related nutrients (Vitamin A & Folate) in circulation Horlicks is clinically proven to increase^ fat-free mass, making child stronger",Dairy & Beverages > Beverages
Horlicks Health & Nutrition Drink Refill - Classic Malt,Horlicks,490,439,Dairy & Beverages,Beverages,1 kg,"
Horlicks is a Health Drink that has nutrients to support immunity. Horlicks is clinically proven to improve 5 signs of growth and is clinically proven to make kids taller, stronger and sharper. Horlicks is scientifically proven to improve the power of milk. Horlicks is now available in 2 exciting and yummy flavors - Classic malt and Chocolate. Enjoy with a cup of hot milk or a glass of cold milk.

Features & Benefits :
- Health Drink that has nutrients to support immunity
- Clinically proven to improve 5 signs of growth
- Clinically proven to make kids Taller, Stronger & Sharper
- Scientifically proven to improve Power of Milk
- It helps in the holistic development of Children
- Horlicks has Bio-Available Nutrients which get absorbed in the blood and are carried to all parts of the body.

Usage Directions :
- Hot : Stir 20 gms (Approx. 2 heaped spoonful) of Boost into a cup of hot milk
- Cold : Stir 20 gms (Approx. 2 heaped spoonful) of Boost to a little warm milk, top up with chilled milk
",Dairy & Beverages > Beverages
Complan Chocolate Health Drink,Complan,540,399,Dairy & Beverages,Beverages,1 kg,"
- 100% milk protein
- Complete planned milk drink
- Chocolate Flavored

*Actual packaging may vary from the Image

Note : Product in stock will be delivered basis availability
",Dairy & Beverages > Beverages
Complan Chocolate Health Drink,Complan,289,250,Dairy & Beverages,Beverages,500 gm,"
- 100% milk protein
- Complete planned milk drink
- Chocolate Flavored

*Actual packaging may vary from the Image

Note : Product in stock will be delivered basis availability
",Dairy & Beverages > Beverages
